2006,John Deere,7
2006,PIMCO,6
2006,What they do,count
2006,Engineering,560
2006,Business Development,372
2006,Research,225
2006,Operations,222
2006,Education,210
2006,Information Technology,182
2006,Finance,125
2006,Program and Project Management,85
2006,Consulting,83
2006,Sales,78
2006,Product Management,77
2006,Arts and Design,66
2006,Marketing,64
2006,Entrepreneurship,42
2006,Support,34
2006,What they studied,count
2006,Mechanical Engineering,273
2006,Electrical and Electronics Engineering,246
2006,Computer Science,236
2006,"Finance, General",177
2006,Civil Engineering,175
2006,Chemical Engineering,147
2006,"Electrical, Electronics and Communications Engineering",147
2006,Physics,147
2006,"Business Administration and Management, General",146
2006,Chemistry,129
2006,Mathematics,126
2006,Computer Engineering,106
2006,"Design and Visual Communications, General",92
2006,Marketing,85
2006,Electronics,78
2006,What they are skilled at,count
2006,Project Management,521
2006,Management,516
2006,Business Strategy,491
2006,Team Management,465
2006,Business Analysis,416
2006,Strategy,387
2006,Business Development,362
2006,C++,332
2006,Engineering,326
2006,Analytics,310
2006,MATLAB,309
2006,C (Programming Language),303
2006,Financial Modeling,296
2006,Data Analysis,284
2006,Management Consulting,258
2006,How you are connected,count
2006,3rd+,"2,587"
,,
2007,Where they live,count
2007,India,"2,094"
2007,"New Delhi Area, India",683
2007,United States,345
2007,"Bengaluru Area, India",284
2007,"Gurgaon, India",180
2007,"Mumbai Area, India",139
2007,"Noida Area, India",92
2007,San Francisco Bay Area,92
2007,United Kingdom,84
2007,"Hyderabad Area, India",84
2007,Singapore,45
2007,"London, United Kingdom",44
2007,Greater New York City Area,43
2007,Greater Seattle Area,37
2007,"Pune Area, India",36
2007,Where they work,count
2007,Amazon,37
2007,Google,26
2007,"Indian Institute of Technology, Delhi",23
2007,Microsoft,21
2007,IBM,18
2007,NTPC Limited,18
2007,Tata Consultancy Services,18
2007,Intel Corporation,16
2007,Larsen & Toubro,14
2007,Morgan Stanley,13
2007,Flipkart,8
2007,Tata Motors,8
2007,OYO,7
2007,Indian Oil Corporation Limited,7
2007,Delhi University,6
2007,What they do,count
2007,Engineering,544
2007,Business Development,371
2007,Operations,257
2007,Research,237
2007,Education,193
2007,Information Technology,190
2007,Finance,117
2007,Sales,95
2007,Program and Project Management,92
2007,Consulting,90
2007,Product Management,77
2007,Arts and Design,67
2007,Marketing,58
2007,Human Resources,28
2007,Community and Social Services,27
2007,What they studied,count
2007,Electrical and Electronics Engineering,290
2007,Mechanical Engineering,265
2007,Computer Science,226
2007,Civil Engineering,173
2007,Physics,157
2007,Chemical Engineering,152
2007,"Finance, General",150
2007,"Business Administration and Management, General",146
2007,Mathematics,145
2007,"Electrical, Electronics and Communications Engineering",144
2007,Chemistry,132
2007,Computer Engineering,109
2007,Marketing,99
2007,Physical Sciences,92
2007,Electronics,89
2007,What they are skilled at,count
2007,Business Strategy,509
2007,Management,494
2007,Project Management,483
2007,Team Management,473
2007,Business Analysis,449
2007,MATLAB,440
2007,Data Analysis,393
2007,Strategy,384
2007,Business Development,367
2007,Analytics,351
2007,C++,347
2007,C (Programming Language),328
2007,Engineering,315
2007,Microsoft Office,313
2007,Java,297
2007,How you are connected,count
2007,3rd+,"2,830"
,,
2008,Where they live,count
2008,India,"2,301"
2008,"New Delhi Area, India",875
2008,United States,340
2008,"Bengaluru Area, India",296
2008,"Gurgaon, India",137
2008,"Mumbai Area, India",131
2008,San Francisco Bay Area,92
2008,"Hyderabad Area, India",88
2008,"Noida Area, India",83
2008,Greater New York City Area,69
2008,United Kingdom,68
2008,Singapore,46
2008,"Chennai Area, India",41
2008,"Pune Area, India",41
2008,Germany,40
2008,Where they work,count
2008,"Indian Institute of Technology, Delhi",33
2008,Amazon,32
2008,Google,28
2008,NTPC Limited,19
2008,Boston Consulting Group (BCG),18
2008,Microsoft,16
2008,Goldman Sachs,16
2008,Intel Corporation,15
2008,McKinsey & Company,14
2008,Larsen & Toubro,12
2008,Delhi Metro Rail Corporation Ltd,9
2008,Mahindra Group,7
2008,INDIAN RAILWAYS,6
2008,Indian Oil Corporation Limited,6
2008,Times Internet,5
2008,What they do,count
2008,Engineering,587
2008,Business Development,350
2008,Research,272
2008,Education,237
2008,Operations,213
2008,Information Technology,149
2008,Finance,115
2008,Sales,92
2008,Program and Project Management,90
2008,Product Management,88
2008,Consulting,78
2008,Marketing,68
2008,Arts and Design,66
2008,Human Resources,43
2008,Community and Social Services,33
2008,What they studied,count
2008,Mechanical Engineering,280
2008,Electrical and Electronics Engineering,260
2008,Computer Science,240
2008,Civil Engineering,199
2008,Chemical Engineering,183
2008,Mathematics,158
2008,Physics,156
2008,"Electrical, Electronics and Communications Engineering",151
2008,"Business Administration and Management, General",149
2008,"Finance, General",143
2008,Chemistry,138
2008,Computer Engineering,115
2008,Physical Sciences,93
2008,Marketing,89
2008,"Design and Visual Communications, General",85
2008,What they are skilled at,count
2008,MATLAB,579
2008,Business Strategy,491
2008,Team Management,490
2008,Project Management,470
2008,C++,468
2008,Management,446
2008,C (Programming Language),431
2008,Microsoft Office,417
2008,Data Analysis,407
2008,Business Analysis,389
2008,Java,363
2008,Analytics,357
2008,Business Development,343
2008,Engineering,340
2008,Strategy,338
2008,How you are connected,count
2008,3rd+,"2,964"
,,
2009,Where they live,count
2009,India,"2,633"
2009,"New Delhi Area, India","1,137"
2009,United States,318
2009,"Bengaluru Area, India",294
2009,"Gurgaon, India",194
2009,"Mumbai Area, India",164
2009,"Noida Area, India",98
2009,San Francisco Bay Area,77
2009,"Hyderabad Area, India",76
2009,United Kingdom,59
2009,Greater New York City Area,52
2009,Canada,47
2009,"Kolkata Area, India",33
2009,"Jaipur Area, India",31
2009,Singapore,31
2009,Where they work,count
2009,"Indian Institute of Technology, Delhi",50
2009,Amazon,39
2009,Google,26
2009,Microsoft,19
2009,NTPC Limited,18
2009,Accenture,14
2009,Delhi Metro Rail Corporation Ltd,14
2009,Boston Consulting Group (BCG),12
2009,Flipkart,10
2009,Tower Research Capital,10
2009,Larsen & Toubro,10
2009,Indian Oil Corporation Limited,9
2009,INDIAN RAILWAYS,7
2009,OYO,5
2009,Zomato,5
2009,What they do,count
2009,Engineering,605
2009,Business Development,341
2009,Research,305
2009,Operations,259
2009,Education,243
2009,Information Technology,170
2009,Sales,94
2009,Finance,91
2009,Consulting,87
2009,Program and Project Management,84
2009,Product Management,83
2009,Marketing,62
2009,Arts and Design,49
2009,Community and Social Services,34
2009,Support,31
2009,What they studied,count
2009,Computer Science,300
2009,Electrical and Electronics Engineering,299
2009,Mechanical Engineering,270
2009,Chemical Engineering,194
2009,Civil Engineering,191
2009,Physics,171
2009,"Electrical, Electronics and Communications Engineering",170
2009,"Business Administration and Management, General",167
2009,Mathematics,153
2009,Chemistry,145
2009,Physical Sciences,130
2009,"Finance, General",124
2009,Computer Engineering,121
2009,Marketing,90
2009,"Design and Visual Communications, General",77
2009,What they are skilled at,count
2009,MATLAB,734
2009,Microsoft Office,579
2009,C++,571
2009,C (Programming Language),564
2009,Team Management,524
2009,Project Management,520
2009,Business Strategy,505
2009,Data Analysis,488
2009,Management,481
2009,Microsoft Excel,435
2009,Java,433
2009,Engineering,396
2009,Research,393
2009,Business Analysis,381
2009,SQL,356
2009,How you are connected,count
2009,3rd+,"3,308"
,,
2010,Where they live,count
2010,India,"3,227"
2010,"New Delhi Area, India","1,438"
2010,"Bengaluru Area, India",339
2010,United States,303
2010,"Gurgaon, India",241
2010,"Mumbai Area, India",188
2010,"Noida Area, India",98
2010,"Hyderabad Area, India",90
2010,San Francisco Bay Area,71
2010,United Kingdom,64
2010,"Kolkata Area, India",48
2010,Canada,46
2010,"Jaipur Area, India",44
2010,Greater New York City Area,44
2010,Singapore,34
2010,Where they work,count
2010,"Indian Institute of Technology, Delhi",82
2010,Amazon,39
2010,Google,30
2010,Microsoft,28
2010,McKinsey & Company,24
2010,Larsen & Toubro,19
2010,Goldman Sachs,18
2010,Boston Consulting Group (BCG),15
2010,Flipkart,13
2010,Citi,12
2010,Tata Motors,12
2010,Indian Oil Corporation Limited,11
2010,Tower Research Capital,9
2010,Delhi Metro Rail Corporation Ltd,9
2010,Swiggy,9
2010,What they do,count
2010,Engineering,726
2010,Business Development,348
2010,Research,346
2010,Education,326
2010,Operations,238
2010,Information Technology,189
2010,Product Management,103
2010,Finance,100
2010,Consulting,99
2010,Program and Project Management,97
2010,Marketing,92
2010,Sales,90
2010,Arts and Design,73
2010,Human Resources,45
2010,Media and Communication,41
2010,What they studied,count
2010,Mechanical Engineering,366
2010,Computer Science,331
2010,Electrical and Electronics Engineering,316
2010,Civil Engineering,260
2010,"Electrical, Electronics and Communications Engineering",221
2010,Chemical Engineering,193
2010,Mathematics,177
2010,"Business Administration and Management, General",177
2010,Physics,169
2010,Physical Sciences,151
2010,Chemistry,151
2010,Computer Engineering,138
2010,"Finance, General",133
2010,Marketing,116
2010,Information Technology,112
2010,What they are skilled at,count
2010,MATLAB,887
2010,C (Programming Language),760
2010,Microsoft Office,754
2010,C++,686
2010,Team Management,643
2010,Project Management,605
2010,Microsoft Excel,603
2010,Management,577
2010,Data Analysis,549
2010,Java,525
2010,Business Strategy,522
2010,Research,512
2010,Python (Programming Language),483
2010,Engineering,434
2010,SQL,422
2010,How you are connected,count
2010,3rd+,"3,873"
,,
2011,Where they live,count
2011,India,"3,443"
2011,"New Delhi Area, India","1,553"
2011,"Bengaluru Area, India",328
2011,United States,297
2011,"Gurgaon, India",235
2011,"Mumbai Area, India",195
2011,"Noida Area, India",117
2011,"Hyderabad Area, India",82
2011,San Francisco Bay Area,62
2011,"Kolkata Area, India",57
2011,United Kingdom,54
2011,"Kalyan Area, India",47
2011,Greater New York City Area,45
2011,"Jaipur Area, India",38
2011,Greater Seattle Area,35
2011,Where they work,count
2011,"Indian Institute of Technology, Delhi",89
2011,Amazon,54
2011,Google,25
2011,Microsoft,20
2011,Larsen & Toubro,19
2011,Accenture,18
2011,McKinsey & Company,18
2011,Goldman Sachs,17
2011,IBM,16
2011,Delhi Metro Rail Corporation Ltd,12
2011,Indian Oil Corporation Limited,11
2011,Oracle,9
2011,Zomato,9
2011,INDIAN RAILWAYS,8
2011,NVIDIA,8
2011,What they do,count
2011,Engineering,675
2011,Business Development,395
2011,Research,379
2011,Education,270
2011,Operations,264
2011,Information Technology,174
2011,Consulting,120
2011,Program and Project Management,109
2011,Sales,97
2011,Product Management,93
2011,Finance,78
2011,Marketing,78
2011,Arts and Design,73
2011,Administrative,37
2011,Media and Communication,36
2011,What they studied,count
2011,Mechanical Engineering,367
2011,Computer Science,348
2011,Electrical and Electronics Engineering,317
2011,Civil Engineering,258
2011,"Electrical, Electronics and Communications Engineering",228
2011,Chemical Engineering,211
2011,Mathematics,186
2011,Chemistry,169
2011,"Business Administration and Management, General",165
2011,Physics,159
2011,Physical Sciences,141
2011,Computer Engineering,123
2011,Information Technology,110
2011,Marketing,110
2011,"Logistics, Materials, and Supply Chain Management",100
2011,What they are skilled at,count
2011,Microsoft Office,970
2011,MATLAB,947
2011,C++,753
2011,Microsoft Excel,751
2011,C (Programming Language),691
2011,Team Management,675
2011,Project Management,644
2011,Management,621
2011,Python (Programming Language),581
2011,Java,577
2011,Data Analysis,556
2011,Research,551
2011,Business Strategy,545
2011,Microsoft PowerPoint,451
2011,Engineering,447
2011,How you are connected,count
2011,3rd+,"4,110"
,,
2012,Where they live,count
2012,India,"3,936"
2012,"New Delhi Area, India","1,844"
2012,"Bengaluru Area, India",394
2012,United States,293
2012,"Gurgaon, India",264
2012,"Mumbai Area, India",180
2012,"Noida Area, India",120
2012,"Hyderabad Area, India",113
2012,San Francisco Bay Area,76
2012,Canada,55
2012,"Kolkata Area, India",54
2012,United Kingdom,49
2012,"Jaipur Area, India",45
2012,Greater New York City Area,42
2012,"Pune Area, India",37
2012,Where they work,count
2012,"Indian Institute of Technology, Delhi",130
2012,Amazon,39
2012,Microsoft,33
2012,Larsen & Toubro,30
2012,Google,24
2012,Goldman Sachs,21
2012,Boston Consulting Group (BCG),20
2012,American Express,19
2012,Intel Corporation,18
2012,Flipkart,13
2012,Tata Motors,13
2012,Oil and Natural Gas Corporation Ltd,12
2012,Delhi Metro Rail Corporation Ltd,10
2012,Indian Oil Corporation Limited,9
2012,Swiggy,8
2012,What they do,count
2012,Engineering,770
2012,Research,402
2012,Business Development,387
2012,Education,344
2012,Operations,256
2012,Information Technology,204
2012,Program and Project Management,103
2012,Sales,103
2012,Consulting,103
2012,Finance,89
2012,Product Management,81
2012,Arts and Design,80
2012,Marketing,76
2012,Media and Communication,42
2012,Administrative,40
2012,What they studied,count
2012,Mechanical Engineering,408
2012,Computer Science,391
2012,Electrical and Electronics Engineering,337
2012,Civil Engineering,288
2012,"Electrical, Electronics and Communications Engineering",265
2012,Chemical Engineering,257
2012,Physics,213
2012,Mathematics,190
2012,Computer Engineering,183
2012,Chemistry,178
2012,"Business Administration and Management, General",177
2012,Physical Sciences,176
2012,Marketing,122
2012,Electronics,95
2012,"Finance, General",92
2012,What they are skilled at,count
2012,MATLAB,"1,147"
2012,Microsoft Office,"1,109"
2012,C++,986
2012,Microsoft Excel,925
2012,C (Programming Language),887
2012,Python (Programming Language),692
2012,Research,680
2012,Team Management,665
2012,Java,662
2012,Data Analysis,633
2012,Management,631
2012,Project Management,620
2012,Microsoft PowerPoint,551
2012,Business Strategy,534
2012,SQL,530
2012,How you are connected,count
2012,3rd+,"4,649"
,,
2013,Where they live,count
2013,India,"3,899"
2013,"New Delhi Area, India","1,859"
2013,"Bengaluru Area, India",396
2013,United States,280
2013,"Gurgaon, India",226
2013,"Mumbai Area, India",169
2013,"Noida Area, India",116
2013,"Hyderabad Area, India",84
2013,San Francisco Bay Area,64
2013,United Kingdom,50
2013,"Chennai Area, India",50
2013,"Kolkata Area, India",49
2013,"Kalyan Area, India",35
2013,"Jaipur Area, India",35
2013,Singapore,27
2013,Where they work,count
2013,"Indian Institute of Technology, Delhi",162
2013,Amazon,39
2013,Microsoft,33
2013,Larsen & Toubro,29
2013,Goldman Sachs,28
2013,Google,24
2013,Flipkart,23
2013,Intel Corporation,19
2013,Delhi Metro Rail Corporation Ltd,18
2013,Indian Oil Corporation Limited,18
2013,Accenture,16
2013,Boston Consulting Group (BCG),16
2013,INDIAN RAILWAYS,11
2013,OYO,11
2013,NVIDIA,7
2013,What they do,count
2013,Engineering,764
2013,Research,429
2013,Business Development,347
2013,Education,344
2013,Operations,254
2013,Information Technology,159
2013,Program and Project Management,97
2013,Consulting,94
2013,Sales,93
2013,Finance,91
2013,Marketing,81
2013,Product Management,80
2013,Arts and Design,78
2013,Community and Social Services,48
2013,Administrative,44
2013,What they studied,count
2013,Computer Science,445
2013,Mechanical Engineering,406
2013,Electrical and Electronics Engineering,359
2013,Civil Engineering,282
2013,"Electrical, Electronics and Communications Engineering",267
2013,Chemical Engineering,250
2013,Mathematics,218
2013,Physical Sciences,211
2013,Physics,200
2013,"Business Administration and Management, General",198
2013,Chemistry,173
2013,Computer Engineering,135
2013,Marketing,121
2013,"Logistics, Materials, and Supply Chain Management",111
2013,Electronics,103
2013,What they are skilled at,count
